ra,nome,nome_anonimizado,origem_aba,ano_pede,fase,turma,ian,indice_registro,probabilidade_risco,predicao_limiar_otimo
RA-332,,Aluno-332,PEDE2023,2023,FASE 3,3A,5.0,1468,0.7311111111111112,1
RA-199,,Aluno-199,PEDE2023,2023,FASE 3,3A,5.0,1469,0.9,1
RA-1144,,Aluno-1144,PEDE2023,2023,FASE 3,3B,10.0,1470,0.08222222222222222,0
RA-352,,Aluno-352,PEDE2023,2023,FASE 3,3B,10.0,1471,0.14888888888888888,0
RA-1145,,Aluno-1145,PEDE2023,2023,FASE 3,3B,10.0,1472,0.09333333333333334,0
RA-1146,,Aluno-1146,PEDE2023,2023,FASE 3,3B,5.0,1473,0.8844444444444445,1
RA-331,,Aluno-331,PEDE2023,2023,FASE 3,3B,10.0,1474,0.12666666666666668,0
RA-227,,Aluno-227,PEDE2023,2023,FASE 3,3B,10.0,1475,0.18888888888888888,0
RA-247,,Aluno-247,PEDE2023,2023,FASE 3,3B,10.0,1476,0.08,0
RA-343,,Aluno-343,PEDE2023,2023,FASE 3,3B,5.0,1477,0.9622222222222222,1
RA-1147,,Aluno-1147,PEDE2023,2023,FASE 3,3B,5.0,1478,0.9088888888888889,1
RA-345,,Aluno-345,PEDE2023,2023,FASE 3,3B,5.0,1479,0.98,1
RA-336,,Aluno-336,PEDE2023,2023,FASE 3,3B,5.0,1480,0.9133333333333333,1
RA-346,,Aluno-346,PEDE2023,2023,FASE 3,3B,10.0,1481,0.09777777777777778,0
RA-1148,,Aluno-1148,PEDE2023,2023,FASE 3,3B,10.0,1482,0.15333333333333332,0
RA-1149,,Aluno-1149,PEDE2023,2023,FASE 3,3C,5.0,1483,0.8444444444444444,1
RA-1150,,Aluno-1150,PEDE2023,2023,FASE 3,3C,2.5,1484,0.9266666666666666,1
RA-1151,,Aluno-1151,PEDE2023,2023,FASE 3,3C,10.0,1485,0.1,0
RA-356,,Aluno-356,PEDE2023,2023,FASE 3,3C,10.0,1486,0.10444444444444445,0
RA-1152,,Aluno-1152,PEDE2023,2023,FASE 3,3C,5.0,1487,0.86,1
RA-221,,Aluno-221,PEDE2023,2023,FASE 3,3C,5.0,1488,0.9777777777777777,1
RA-359,,Aluno-359,PEDE2023,2023,FASE 3,3C,10.0,1489,0.11333333333333333,0
RA-360,,Aluno-360,PEDE2023,2023,FASE 3,3C,10.0,1490,0.18444444444444444,0
RA-338,,Aluno-338,PEDE2023,2023,FASE 3,3D,10.0,1491,0.16444444444444445,0
RA-339,,Aluno-339,PEDE2023,2023,FASE 3,3D,10.0,1492,0.051111111111111114,0
RA-353,,Aluno-353,PEDE2023,2023,FASE 3,3D,10.0,1493,0.11555555555555555,0
RA-1153,,Aluno-1153,PEDE2023,2023,FASE 3,3D,5.0,1494,0.8288888888888889,1
RA-183,,Aluno-183,PEDE2023,2023,FASE 3,3D,5.0,1495,0.84,1
RA-342,,Aluno-342,PEDE2023,2023,FASE 3,3D,5.0,1496,0.9488888888888889,1
RA-187,,Aluno-187,PEDE2023,2023,FASE 3,3D,10.0,1497,0.08888888888888889,0
RA-190,,Aluno-190,PEDE2023,2023,FASE 3,3D,5.0,1498,0.7933333333333333,1
RA-347,,Aluno-347,PEDE2023,2023,FASE 3,3D,10.0,1499,0.02666666666666667,0
RA-234,,Aluno-234,PEDE2023,2023,FASE 3,3D,10.0,1500,0.16444444444444445,0
RA-1154,,Aluno-1154,PEDE2023,2023,FASE 3,3F,10.0,1501,0.15777777777777777,0
RA-249,,Aluno-249,PEDE2023,2023,FASE 3,3F,5.0,1502,0.9711111111111111,1
RA-380,,Aluno-380,PEDE2023,2023,FASE 3,3F,5.0,1503,0.94,1
RA-250,,Aluno-250,PEDE2023,2023,FASE 3,3F,10.0,1504,0.08666666666666667,0
RA-367,,Aluno-367,PEDE2023,2023,FASE 3,3F,10.0,1505,0.08444444444444445,0
RA-1155,,Aluno-1155,PEDE2023,2023,FASE 3,3F,5.0,1506,0.7711111111111111,1
RA-1156,,Aluno-1156,PEDE2023,2023,FASE 3,3F,10.0,1507,0.13333333333333333,0
RA-368,,Aluno-368,PEDE2023,2023,FASE 3,3F,5.0,1508,0.88,1
RA-387,,Aluno-387,PEDE2023,2023,FASE 3,3F,5.0,1509,0.9555555555555556,1
RA-388,,Aluno-388,PEDE2023,2023,FASE 3,3F,5.0,1510,0.9288888888888889,1
RA-374,,Aluno-374,PEDE2023,2023,FASE 3,3F,10.0,1511,0.07333333333333333,0
RA-377,,Aluno-377,PEDE2023,2023,FASE 3,3F,10.0,1512,0.17777777777777778,0
RA-223,,Aluno-223,PEDE2023,2023,FASE 3,3G,5.0,1513,0.9422222222222222,1
RA-236,,Aluno-236,PEDE2023,2023,FASE 3,3G,10.0,1514,0.10666666666666667,0
RA-362,,Aluno-362,PEDE2023,2023,FASE 3,3G,10.0,1515,0.1688888888888889,0
RA-381,,Aluno-381,PEDE2023,2023,FASE 3,3G,5.0,1516,0.94,1
RA-364,,Aluno-364,PEDE2023,2023,FASE 3,3G,10.0,1517,0.09111111111111111,0
RA-382,,Aluno-382,PEDE2023,2023,FASE 3,3G,5.0,1518,0.94,1
RA-383,,Aluno-383,PEDE2023,2023,FASE 3,3G,10.0,1519,0.044444444444444446,0
RA-384,,Aluno-384,PEDE2023,2023,FASE 3,3G,10.0,1520,0.13333333333333333,0
RA-1157,,Aluno-1157,PEDE2023,2023,FASE 3,3G,5.0,1521,0.9177777777777778,1
RA-386,,Aluno-386,PEDE2023,2023,FASE 3,3G,5.0,1522,0.9555555555555556,1
RA-260,,Aluno-260,PEDE2023,2023,FASE 3,3G,10.0,1523,0.14888888888888888,0
RA-390,,Aluno-390,PEDE2023,2023,FASE 3,3G,10.0,1524,0.09111111111111111,0
RA-1158,,Aluno-1158,PEDE2023,2023,FASE 3,3G,5.0,1525,0.8177777777777778,1
RA-391,,Aluno-391,PEDE2023,2023,FASE 3,3I,10.0,1526,0.12222222222222222,0
RA-1159,,Aluno-1159,PEDE2023,2023,FASE 3,3I,10.0,1527,0.1622222222222222,0
RA-392,,Aluno-392,PEDE2023,2023,FASE 3,3I,5.0,1528,0.9577777777777777,1
RA-1160,,Aluno-1160,PEDE2023,2023,FASE 3,3I,10.0,1529,0.1288888888888889,0
RA-1161,,Aluno-1161,PEDE2023,2023,FASE 3,3I,10.0,1530,0.12,0
RA-395,,Aluno-395,PEDE2023,2023,FASE 3,3I,10.0,1531,0.03333333333333333,0
RA-450,,Aluno-450,PEDE2023,2023,FASE 3,3K,5.0,1532,0.7888888888888889,1
RA-463,,Aluno-463,PEDE2023,2023,FASE 3,3K,10.0,1533,0.14888888888888888,0
RA-298,,Aluno-298,PEDE2023,2023,FASE 3,3K,5.0,1534,0.8511111111111112,1
RA-464,,Aluno-464,PEDE2023,2023,FASE 3,3K,5.0,1535,0.8755555555555555,1
RA-465,,Aluno-465,PEDE2023,2023,FASE 3,3K,10.0,1536,0.12,0
RA-442,,Aluno-442,PEDE2023,2023,FASE 3,3K,10.0,1537,0.14,0
RA-300,,Aluno-300,PEDE2023,2023,FASE 3,3K,5.0,1538,0.9733333333333334,1
RA-467,,Aluno-467,PEDE2023,2023,FASE 3,3K,5.0,1539,0.8955555555555555,1
RA-468,,Aluno-468,PEDE2023,2023,FASE 3,3K,5.0,1540,0.9688888888888889,1
RA-1162,,Aluno-1162,PEDE2023,2023,FASE 3,3K,10.0,1541,0.12666666666666668,0
RA-470,,Aluno-470,PEDE2023,2023,FASE 3,3K,5.0,1542,0.8266666666666667,1
RA-474,,Aluno-474,PEDE2023,2023,FASE 3,3K,5.0,1543,0.9155555555555556,1
RA-476,,Aluno-476,PEDE2023,2023,FASE 3,3K,10.0,1544,0.057777777777777775,0
RA-478,,Aluno-478,PEDE2023,2023,FASE 3,3K,10.0,1545,0.08,0
RA-410,,Aluno-410,PEDE2023,2023,FASE 3,3K,5.0,1546,0.9355555555555556,1
RA-411,,Aluno-411,PEDE2023,2023,FASE 3,3L,10.0,1547,0.12444444444444444,0
RA-412,,Aluno-412,PEDE2023,2023,FASE 3,3L,10.0,1548,0.06,0
RA-400,,Aluno-400,PEDE2023,2023,FASE 3,3L,5.0,1549,0.84,1
RA-414,,Aluno-414,PEDE2023,2023,FASE 3,3L,10.0,1550,0.11777777777777777,0
RA-415,,Aluno-415,PEDE2023,2023,FASE 3,3L,10.0,1551,0.15777777777777777,0
RA-1163,,Aluno-1163,PEDE2023,2023,FASE 3,3L,5.0,1552,0.8488888888888889,1
RA-273,,Aluno-273,PEDE2023,2023,FASE 3,3L,5.0,1553,0.8977777777777778,1
RA-471,,Aluno-471,PEDE2023,2023,FASE 3,3L,10.0,1554,0.15555555555555556,0
RA-416,,Aluno-416,PEDE2023,2023,FASE 3,3L,10.0,1555,0.07111111111111111,0
RA-417,,Aluno-417,PEDE2023,2023,FASE 3,3L,10.0,1556,0.03333333333333333,0
RA-305,,Aluno-305,PEDE2023,2023,FASE 3,3L,5.0,1557,0.9755555555555555,1
RA-418,,Aluno-418,PEDE2023,2023,FASE 3,3L,10.0,1558,0.08,0
RA-419,,Aluno-419,PEDE2023,2023,FASE 3,3L,10.0,1559,0.10222222222222223,0
RA-421,,Aluno-421,PEDE2023,2023,FASE 3,3L,10.0,1560,0.03777777777777778,0
RA-407,,Aluno-407,PEDE2023,2023,FASE 3,3L,5.0,1561,0.9266666666666666,1
RA-425,,Aluno-425,PEDE2023,2023,FASE 3,3L,10.0,1562,0.03111111111111111,0
RA-426,,Aluno-426,PEDE2023,2023,FASE 3,3M,5.0,1563,0.8622222222222222,1
RA-430,,Aluno-430,PEDE2023,2023,FASE 3,3M,5.0,1564,0.8266666666666667,1
RA-1164,,Aluno-1164,PEDE2023,2023,FASE 3,3M,10.0,1565,0.12,0
RA-1165,,Aluno-1165,PEDE2023,2023,FASE 3,3M,10.0,1566,0.17777777777777778,0
RA-432,,Aluno-432,PEDE2023,2023,FASE 3,3M,5.0,1567,0.9533333333333334,1
RA-303,,Aluno-303,PEDE2023,2023,FASE 3,3M,5.0,1568,0.96,1
RA-420,,Aluno-420,PEDE2023,2023,FASE 3,3M,10.0,1569,0.08888888888888889,0
RA-1166,,Aluno-1166,PEDE2023,2023,FASE 3,3M,5.0,1570,0.9,1
RA-1167,,Aluno-1167,PEDE2023,2023,FASE 3,3M,2.5,1571,0.92,1
RA-424,,Aluno-424,PEDE2023,2023,FASE 3,3M,10.0,1572,0.05555555555555555,0
RA-398,,Aluno-398,PEDE2023,2023,FASE 3,3N,10.0,1573,0.12666666666666668,0
RA-399,,Aluno-399,PEDE2023,2023,FASE 3,3N,10.0,1574,0.11555555555555555,0
RA-428,,Aluno-428,PEDE2023,2023,FASE 3,3N,10.0,1575,0.12666666666666668,0
RA-315,,Aluno-315,PEDE2023,2023,FASE 3,3N,5.0,1576,0.9311111111111111,1
RA-402,,Aluno-402,PEDE2023,2023,FASE 3,3N,10.0,1577,0.17777777777777778,0
RA-1168,,Aluno-1168,PEDE2023,2023,FASE 3,3N,10.0,1578,0.17777777777777778,0
RA-613,,Aluno-613,PEDE2023,2023,FASE 3,3N,5.0,1579,0.7933333333333333,1
RA-304,,Aluno-304,PEDE2023,2023,FASE 3,3N,5.0,1580,0.9377777777777778,1
RA-457,,Aluno-457,PEDE2023,2023,FASE 3,3N,10.0,1581,0.15777777777777777,0
RA-307,,Aluno-307,PEDE2023,2023,FASE 3,3N,5.0,1582,0.9644444444444444,1
RA-283,,Aluno-283,PEDE2023,2023,FASE 3,3N,5.0,1583,0.8777777777777778,1
RA-459,,Aluno-459,PEDE2023,2023,FASE 3,3N,10.0,1584,0.2111111111111111,0
RA-440,,Aluno-440,PEDE2023,2023,FASE 3,3P,10.0,1585,0.11777777777777777,0
RA-443,,Aluno-443,PEDE2023,2023,FASE 3,3P,5.0,1586,0.82,1
RA-454,,Aluno-454,PEDE2023,2023,FASE 3,3P,5.0,1587,0.9666666666666667,1
RA-444,,Aluno-444,PEDE2023,2023,FASE 3,3P,10.0,1588,0.16,0
RA-170,,Aluno-170,PEDE2023,2023,FASE 3,3P,5.0,1589,0.8911111111111111,1
RA-1169,,Aluno-1169,PEDE2023,2023,FASE 3,3P,5.0,1590,0.8155555555555556,1
RA-458,,Aluno-458,PEDE2023,2023,FASE 3,3P,5.0,1591,0.9733333333333334,1
RA-1170,,Aluno-1170,PEDE2023,2023,FASE 3,3P,5.0,1592,0.9222222222222223,1
RA-1171,,Aluno-1171,PEDE2023,2023,FASE 3,3P,5.0,1593,0.8955555555555555,1
RA-449,,Aluno-449,PEDE2023,2023,FASE 3,3P,10.0,1594,0.19777777777777777,0
RA-462,,Aluno-462,PEDE2023,2023,FASE 3,3P,5.0,1595,0.9466666666666667,1
RA-176,,Aluno-176,PEDE2023,2023,FASE 4,4A,10.0,1596,0.04,0
RA-178,,Aluno-178,PEDE2023,2023,FASE 4,4A,10.0,1597,0.13111111111111112,0
RA-193,,Aluno-193,PEDE2023,2023,FASE 4,4A,10.0,1598,0.03111111111111111,0
RA-1172,,Aluno-1172,PEDE2023,2023,FASE 4,4A,5.0,1599,0.9355555555555556,1
RA-180,,Aluno-180,PEDE2023,2023,FASE 4,4A,10.0,1600,0.02,0
RA-181,,Aluno-181,PEDE2023,2023,FASE 4,4A,10.0,1601,0.02666666666666667,0
RA-195,,Aluno-195,PEDE2023,2023,FASE 4,4A,10.0,1602,0.044444444444444446,0
RA-196,,Aluno-196,PEDE2023,2023,FASE 4,4A,10.0,1603,0.02,0
RA-211,,Aluno-211,PEDE2023,2023,FASE 4,4A,10.0,1604,0.044444444444444446,0
RA-197,,Aluno-197,PEDE2023,2023,FASE 4,4A,10.0,1605,0.03111111111111111,0
RA-229,,Aluno-229,PEDE2023,2023,FASE 4,4A,10.0,1606,0.051111111111111114,0
RA-186,,Aluno-186,PEDE2023,2023,FASE 4,4A,10.0,1607,0.08,0
RA-189,,Aluno-189,PEDE2023,2023,FASE 4,4A,10.0,1608,0.08444444444444445,0
RA-191,,Aluno-191,PEDE2023,2023,FASE 4,4A,10.0,1609,0.14444444444444443,0
RA-1173,,Aluno-1173,PEDE2023,2023,FASE 4,4A,10.0,1610,0.15333333333333332,0
RA-217,,Aluno-217,PEDE2023,2023,FASE 4,4B,5.0,1611,0.9133333333333333,1
RA-1174,,Aluno-1174,PEDE2023,2023,FASE 4,4B,5.0,1612,0.8622222222222222,1
RA-192,,Aluno-192,PEDE2023,2023,FASE 4,4B,5.0,1613,0.9644444444444444,1
RA-184,,Aluno-184,PEDE2023,2023,FASE 4,4B,10.0,1614,0.1288888888888889,0
RA-200,,Aluno-200,PEDE2023,2023,FASE 4,4B,5.0,1615,0.9711111111111111,1
RA-1175,,Aluno-1175,PEDE2023,2023,FASE 4,4B,2.5,1616,0.9266666666666666,1
RA-204,,Aluno-204,PEDE2023,2023,FASE 4,4B,10.0,1617,0.20444444444444446,0
RA-1176,,Aluno-1176,PEDE2023,2023,FASE 4,4B,10.0,1618,0.1622222222222222,0
RA-1177,,Aluno-1177,PEDE2023,2023,FASE 4,4B,10.0,1619,0.13555555555555557,0
RA-215,,Aluno-215,PEDE2023,2023,FASE 4,4C,10.0,1620,0.2288888888888889,0
RA-1178,,Aluno-1178,PEDE2023,2023,FASE 4,4C,5.0,1621,0.9377777777777778,1
RA-149,,Aluno-149,PEDE2023,2023,FASE 4,4C,5.0,1622,0.9133333333333333,1
RA-1179,,Aluno-1179,PEDE2023,2023,FASE 4,4C,5.0,1623,0.9377777777777778,1
RA-218,,Aluno-218,PEDE2023,2023,FASE 4,4C,5.0,1624,0.9422222222222222,1
RA-220,,Aluno-220,PEDE2023,2023,FASE 4,4C,10.0,1625,0.2111111111111111,0
RA-202,,Aluno-202,PEDE2023,2023,FASE 4,4C,5.0,1626,0.9155555555555556,1
RA-1180,,Aluno-1180,PEDE2023,2023,FASE 4,4C,5.0,1627,0.9644444444444444,1
RA-1181,,Aluno-1181,PEDE2023,2023,FASE 4,4C,10.0,1628,0.24,0
RA-1182,,Aluno-1182,PEDE2023,2023,FASE 4,4C,5.0,1629,0.8644444444444445,1
RA-205,,Aluno-205,PEDE2023,2023,FASE 4,4C,5.0,1630,0.94,1
RA-1183,,Aluno-1183,PEDE2023,2023,FASE 4,4C,5.0,1631,0.8911111111111111,1
RA-237,,Aluno-237,PEDE2023,2023,FASE 4,4F,5.0,1632,0.7155555555555555,1
RA-147,,Aluno-147,PEDE2023,2023,FASE 4,4F,5.0,1633,0.8533333333333334,1
RA-240,,Aluno-240,PEDE2023,2023,FASE 4,4F,10.0,1634,0.16,0
RA-1184,,Aluno-1184,PEDE2023,2023,FASE 4,4F,5.0,1635,0.9377777777777778,1
RA-241,,Aluno-241,PEDE2023,2023,FASE 4,4F,5.0,1636,0.84,1
RA-242,,Aluno-242,PEDE2023,2023,FASE 4,4F,10.0,1637,0.08666666666666667,0
RA-138,,Aluno-138,PEDE2023,2023,FASE 4,4F,5.0,1638,0.9844444444444445,1
RA-244,,Aluno-244,PEDE2023,2023,FASE 4,4F,10.0,1639,0.1,0
RA-245,,Aluno-245,PEDE2023,2023,FASE 4,4F,5.0,1640,0.8577777777777778,1
RA-246,,Aluno-246,PEDE2023,2023,FASE 4,4F,10.0,1641,0.051111111111111114,0
RA-141,,Aluno-141,PEDE2023,2023,FASE 4,4F,5.0,1642,0.9088888888888889,1
RA-239,,Aluno-239,PEDE2023,2023,FASE 4,4G,5.0,1643,0.9511111111111111,1
RA-1185,,Aluno-1185,PEDE2023,2023,FASE 4,4G,10.0,1644,0.10666666666666667,0
RA-262,,Aluno-262,PEDE2023,2023,FASE 4,4G,5.0,1645,0.98,1
RA-1186,,Aluno-1186,PEDE2023,2023,FASE 4,4G,5.0,1646,0.9111111111111111,1
RA-397,,Aluno-397,PEDE2023,2023,FASE 4,4G,5.0,1647,0.9422222222222222,1
RA-1187,,Aluno-1187,PEDE2023,2023,FASE 4,4G,10.0,1648,0.12444444444444444,0
RA-145,,Aluno-145,PEDE2023,2023,FASE 4,4H,2.5,1649,0.9733333333333334,1
RA-1188,,Aluno-1188,PEDE2023,2023,FASE 4,4H,5.0,1650,0.8511111111111112,1
RA-265,,Aluno-265,PEDE2023,2023,FASE 4,4H,10.0,1651,0.10222222222222223,0
RA-254,,Aluno-254,PEDE2023,2023,FASE 4,4H,5.0,1652,0.96,1
RA-267,,Aluno-267,PEDE2023,2023,FASE 4,4H,5.0,1653,0.9733333333333334,1
RA-1189,,Aluno-1189,PEDE2023,2023,FASE 4,4H,5.0,1654,0.9333333333333333,1
RA-295,,Aluno-295,PEDE2023,2023,FASE 4,4L,5.0,1655,0.8755555555555555,1
RA-269,,Aluno-269,PEDE2023,2023,FASE 4,4L,10.0,1656,0.057777777777777775,0
RA-313,,Aluno-313,PEDE2023,2023,FASE 4,4L,10.0,1657,0.24888888888888888,0
RA-1190,,Aluno-1190,PEDE2023,2023,FASE 4,4L,10.0,1658,0.28444444444444444,0
RA-301,,Aluno-301,PEDE2023,2023,FASE 4,4L,10.0,1659,0.3244444444444444,0
RA-286,,Aluno-286,PEDE2023,2023,FASE 4,4L,5.0,1660,0.9644444444444444,1
RA-1191,,Aluno-1191,PEDE2023,2023,FASE 4,4L,10.0,1661,0.3022222222222222,0
RA-1192,,Aluno-1192,PEDE2023,2023,FASE 4,4L,5.0,1662,0.9266666666666666,1
RA-174,,Aluno-174,PEDE2023,2023,FASE 4,4L,5.0,1663,0.9844444444444445,1
RA-1193,,Aluno-1193,PEDE2023,2023,FASE 4,4L,10.0,1664,0.25555555555555554,0
RA-308,,Aluno-308,PEDE2023,2023,FASE 4,4L,10.0,1665,0.14444444444444443,0
RA-152,,Aluno-152,PEDE2023,2023,FASE 4,4M,5.0,1666,0.9266666666666666,1
RA-270,,Aluno-270,PEDE2023,2023,FASE 4,4M,10.0,1667,0.05333333333333334,0
RA-271,,Aluno-271,PEDE2023,2023,FASE 4,4M,5.0,1668,0.9222222222222223,1
RA-299,,Aluno-299,PEDE2023,2023,FASE 4,4M,10.0,1669,0.23777777777777778,0
RA-316,,Aluno-316,PEDE2023,2023,FASE 4,4M,10.0,1670,0.10666666666666667,0
RA-318,,Aluno-318,PEDE2023,2023,FASE 4,4M,5.0,1671,0.9777777777777777,1
RA-274,,Aluno-274,PEDE2023,2023,FASE 4,4M,10.0,1672,0.03333333333333333,0
RA-320,,Aluno-320,PEDE2023,2023,FASE 4,4M,10.0,1673,0.07111111111111111,0
RA-277,,Aluno-277,PEDE2023,2023,FASE 4,4M,5.0,1674,0.8555555555555555,1
RA-278,,Aluno-278,PEDE2023,2023,FASE 4,4M,10.0,1675,0.13111111111111112,0
RA-291,,Aluno-291,PEDE2023,2023,FASE 4,4M,10.0,1676,0.07555555555555556,0
RA-306,,Aluno-306,PEDE2023,2023,FASE 4,4M,5.0,1677,0.8955555555555555,1
RA-279,,Aluno-279,PEDE2023,2023,FASE 4,4M,10.0,1678,0.04666666666666667,0
RA-280,,Aluno-280,PEDE2023,2023,FASE 4,4M,10.0,1679,0.1288888888888889,0
RA-276,,Aluno-276,PEDE2023,2023,FASE 4,4M,10.0,1680,0.28,0
RA-285,,Aluno-285,PEDE2023,2023,FASE 4,4N,2.5,1681,0.9844444444444445,1
RA-1194,,Aluno-1194,PEDE2023,2023,FASE 4,4N,10.0,1682,0.09777777777777778,0
RA-287,,Aluno-287,PEDE2023,2023,FASE 4,4N,2.5,1683,0.9444444444444444,1
RA-319,,Aluno-319,PEDE2023,2023,FASE 4,4N,10.0,1684,0.14444444444444443,0
RA-321,,Aluno-321,PEDE2023,2023,FASE 4,4N,10.0,1685,0.044444444444444446,0
RA-1195,,Aluno-1195,PEDE2023,2023,FASE 4,4N,2.5,1686,0.9311111111111111,1
RA-159,,Aluno-159,PEDE2023,2023,FASE 4,4N,5.0,1687,0.9622222222222222,1
RA-322,,Aluno-322,PEDE2023,2023,FASE 4,4N,10.0,1688,0.17555555555555555,0
RA-251,,Aluno-251,PEDE2023,2023,FASE 4,4N,5.0,1689,0.9155555555555556,1
RA-116,,Aluno-116,PEDE2023,2023,FASE 5,5A,5.0,1690,0.9377777777777778,1
RA-103,,Aluno-103,PEDE2023,2023,FASE 5,5A,10.0,1691,0.028888888888888888,0
RA-42,,Aluno-42,PEDE2023,2023,FASE 5,5A,5.0,1692,0.9777777777777777,1
RA-121,,Aluno-121,PEDE2023,2023,FASE 5,5A,5.0,1693,0.9288888888888889,1
RA-106,,Aluno-106,PEDE2023,2023,FASE 5,5A,10.0,1694,0.08888888888888889,0
RA-123,,Aluno-123,PEDE2023,2023,FASE 5,5A,5.0,1695,0.9311111111111111,1
RA-46,,Aluno-46,PEDE2023,2023,FASE 5,5A,2.5,1696,0.9066666666666666,1
RA-125,,Aluno-125,PEDE2023,2023,FASE 5,5A,5.0,1697,0.8955555555555555,1
RA-110,,Aluno-110,PEDE2023,2023,FASE 5,5A,10.0,1698,0.09333333333333334,0
RA-128,,Aluno-128,PEDE2023,2023,FASE 5,5A,5.0,1699,0.9644444444444444,1
RA-143,,Aluno-143,PEDE2023,2023,FASE 5,5A,10.0,1700,0.06,0
RA-111,,Aluno-111,PEDE2023,2023,FASE 5,5A,10.0,1701,0.03333333333333333,0
RA-112,,Aluno-112,PEDE2023,2023,FASE 5,5A,5.0,1702,0.8444444444444444,1
RA-115,,Aluno-115,PEDE2023,2023,FASE 5,5A,5.0,1703,0.9844444444444445,1
RA-1196,,Aluno-1196,PEDE2023,2023,FASE 5,5B,10.0,1704,0.26222222222222225,0
RA-52,,Aluno-52,PEDE2023,2023,FASE 5,5B,10.0,1705,0.10222222222222223,0
RA-1197,,Aluno-1197,PEDE2023,2023,FASE 5,5B,5.0,1706,0.9488888888888889,1
RA-108,,Aluno-108,PEDE2023,2023,FASE 5,5B,5.0,1707,0.9511111111111111,1
RA-1198,,Aluno-1198,PEDE2023,2023,FASE 5,5B,5.0,1708,0.9244444444444444,1
RA-127,,Aluno-127,PEDE2023,2023,FASE 5,5B,10.0,1709,0.12,0
RA-114,,Aluno-114,PEDE2023,2023,FASE 5,5B,5.0,1710,0.9288888888888889,1
RA-146,,Aluno-146,PEDE2023,2023,FASE 5,5C,5.0,1711,0.7355555555555555,1
RA-1199,,Aluno-1199,PEDE2023,2023,FASE 5,5C,5.0,1712,0.9088888888888889,1
RA-70,,Aluno-70,PEDE2023,2023,FASE 5,5C,5.0,1713,0.94,1
RA-107,,Aluno-107,PEDE2023,2023,FASE 5,5C,10.0,1714,0.29777777777777775,0
RA-1200,,Aluno-1200,PEDE2023,2023,FASE 5,5C,10.0,1715,0.23333333333333334,0
RA-151,,Aluno-151,PEDE2023,2023,FASE 5,5C,5.0,1716,0.8466666666666667,1
RA-85,,Aluno-85,PEDE2023,2023,FASE 5,5C,5.0,1717,0.96,1
RA-1201,,Aluno-1201,PEDE2023,2023,FASE 5,5C,10.0,1718,0.15777777777777777,0
RA-131,,Aluno-131,PEDE2023,2023,FASE 5,5F,5.0,1719,0.92,1
RA-132,,Aluno-132,PEDE2023,2023,FASE 5,5F,10.0,1720,0.08222222222222222,0
RA-133,,Aluno-133,PEDE2023,2023,FASE 5,5F,5.0,1721,0.9266666666666666,1
RA-104,,Aluno-104,PEDE2023,2023,FASE 5,5F,2.5,1722,0.9111111111111111,1
RA-137,,Aluno-137,PEDE2023,2023,FASE 5,5F,5.0,1723,0.9022222222222223,1
RA-144,,Aluno-144,PEDE2023,2023,FASE 5,5F,10.0,1724,0.18888888888888888,0
RA-1202,,Aluno-1202,PEDE2023,2023,FASE 5,5F,5.0,1725,0.9155555555555556,1
RA-90,,Aluno-90,PEDE2023,2023,FASE 5,5L,10.0,1726,0.06222222222222222,0
RA-167,,Aluno-167,PEDE2023,2023,FASE 5,5L,5.0,1727,0.9288888888888889,1
RA-168,,Aluno-168,PEDE2023,2023,FASE 5,5L,10.0,1728,0.2733333333333333,0
RA-1203,,Aluno-1203,PEDE2023,2023,FASE 5,5L,5.0,1729,0.9422222222222222,1
RA-155,,Aluno-155,PEDE2023,2023,FASE 5,5L,5.0,1730,0.9,1
RA-94,,Aluno-94,PEDE2023,2023,FASE 5,5L,5.0,1731,0.74,1
RA-81,,Aluno-81,PEDE2023,2023,FASE 5,5L,10.0,1732,0.1711111111111111,0
RA-302,,Aluno-302,PEDE2023,2023,FASE 5,5L,5.0,1733,0.8777777777777778,1
RA-171,,Aluno-171,PEDE2023,2023,FASE 5,5L,5.0,1734,0.9688888888888889,1
RA-160,,Aluno-160,PEDE2023,2023,FASE 5,5L,5.0,1735,0.9533333333333334,1
RA-1204,,Aluno-1204,PEDE2023,2023,FASE 5,5L,5.0,1736,0.9377777777777778,1
RA-1205,,Aluno-1205,PEDE2023,2023,FASE 5,5L,2.5,1737,0.9266666666666666,1
RA-173,,Aluno-173,PEDE2023,2023,FASE 5,5L,5.0,1738,0.9422222222222222,1
RA-166,,Aluno-166,PEDE2023,2023,FASE 5,5L,10.0,1739,0.06888888888888889,0
RA-175,,Aluno-175,PEDE2023,2023,FASE 5,5L,5.0,1740,0.9555555555555556,1
RA-153,,Aluno-153,PEDE2023,2023,FASE 5,5M,10.0,1741,0.1288888888888889,0
RA-1206,,Aluno-1206,PEDE2023,2023,FASE 5,5M,5.0,1742,0.9488888888888889,1
RA-157,,Aluno-157,PEDE2023,2023,FASE 5,5M,10.0,1743,0.02666666666666667,0
RA-1207,,Aluno-1207,PEDE2023,2023,FASE 5,5M,10.0,1744,0.33111111111111113,0
RA-1208,,Aluno-1208,PEDE2023,2023,FASE 5,5M,10.0,1745,0.31333333333333335,0
RA-1209,,Aluno-1209,PEDE2023,2023,FASE 5,5M,5.0,1746,0.9511111111111111,1
RA-158,,Aluno-158,PEDE2023,2023,FASE 5,5M,10.0,1747,0.08222222222222222,0
