ra,nome,nome_anonimizado,origem_aba,ano_pede,fase,turma,ian,indice_registro,probabilidade_risco,predicao_limiar_otimo
RA-626,Aluno-626,,PEDE2022,2022,1,N,5.0,625,0.9288888888888889,1
RA-627,Aluno-627,,PEDE2022,2022,1,N,5.0,626,0.9422222222222222,1
RA-628,Aluno-628,,PEDE2022,2022,1,N,5.0,627,0.9888888888888889,1
RA-629,Aluno-629,,PEDE2022,2022,1,N,10.0,628,0.05333333333333334,0
RA-630,Aluno-630,,PEDE2022,2022,1,N,10.0,629,0.07555555555555556,0
RA-631,Aluno-631,,PEDE2022,2022,1,N,5.0,630,0.9755555555555555,1
RA-632,Aluno-632,,PEDE2022,2022,1,P,5.0,631,0.9888888888888889,1
RA-633,Aluno-633,,PEDE2022,2022,1,P,5.0,632,0.9488888888888889,1
RA-634,Aluno-634,,PEDE2022,2022,1,P,5.0,633,0.9244444444444444,1
RA-635,Aluno-635,,PEDE2022,2022,1,P,5.0,634,0.9822222222222222,1
RA-636,Aluno-636,,PEDE2022,2022,1,P,5.0,635,0.9555555555555556,1
RA-637,Aluno-637,,PEDE2022,2022,1,P,5.0,636,0.9733333333333334,1
RA-638,Aluno-638,,PEDE2022,2022,1,P,10.0,637,0.09555555555555556,0
RA-639,Aluno-639,,PEDE2022,2022,1,P,5.0,638,0.9866666666666667,1
RA-640,Aluno-640,,PEDE2022,2022,1,P,5.0,639,0.9733333333333334,1
RA-641,Aluno-641,,PEDE2022,2022,1,P,10.0,640,0.06666666666666667,0
RA-642,Aluno-642,,PEDE2022,2022,1,P,5.0,641,0.9066666666666666,1
RA-643,Aluno-643,,PEDE2022,2022,1,P,5.0,642,0.9911111111111112,1
RA-644,Aluno-644,,PEDE2022,2022,1,P,5.0,643,0.9688888888888889,1
RA-645,Aluno-645,,PEDE2022,2022,1,P,5.0,644,0.9133333333333333,1
RA-646,Aluno-646,,PEDE2022,2022,1,R,5.0,645,0.9022222222222223,1
RA-647,Aluno-647,,PEDE2022,2022,1,R,5.0,646,0.9933333333333333,1
RA-648,Aluno-648,,PEDE2022,2022,1,R,5.0,647,0.9933333333333333,1
RA-649,Aluno-649,,PEDE2022,2022,1,R,5.0,648,0.9755555555555555,1
RA-650,Aluno-650,,PEDE2022,2022,1,R,5.0,649,0.9044444444444445,1
RA-651,Aluno-651,,PEDE2022,2022,1,R,5.0,650,0.9,1
RA-652,Aluno-652,,PEDE2022,2022,1,R,10.0,651,0.02666666666666667,0
RA-653,Aluno-653,,PEDE2022,2022,1,R,5.0,652,0.9777777777777777,1
RA-654,Aluno-654,,PEDE2022,2022,1,R,5.0,653,0.9866666666666667,1
RA-655,Aluno-655,,PEDE2022,2022,1,R,5.0,654,0.9555555555555556,1
RA-656,Aluno-656,,PEDE2022,2022,1,R,5.0,655,0.9555555555555556,1
RA-657,Aluno-657,,PEDE2022,2022,1,R,5.0,656,0.9933333333333333,1
RA-658,Aluno-658,,PEDE2022,2022,1,U,5.0,657,0.9511111111111111,1
RA-659,Aluno-659,,PEDE2022,2022,1,U,5.0,658,0.9933333333333333,1
RA-660,Aluno-660,,PEDE2022,2022,1,U,10.0,659,0.16,0
RA-661,Aluno-661,,PEDE2022,2022,1,U,5.0,660,0.9933333333333333,1
RA-662,Aluno-662,,PEDE2022,2022,1,U,5.0,661,0.9822222222222222,1
RA-663,Aluno-663,,PEDE2022,2022,1,U,5.0,662,0.98,1
RA-664,Aluno-664,,PEDE2022,2022,1,U,5.0,663,0.9955555555555555,1
RA-665,Aluno-665,,PEDE2022,2022,1,U,5.0,664,0.9955555555555555,1
RA-666,Aluno-666,,PEDE2022,2022,1,U,5.0,665,0.9777777777777777,1
RA-667,Aluno-667,,PEDE2022,2022,1,U,5.0,666,0.9888888888888889,1
RA-668,Aluno-668,,PEDE2022,2022,1,U,5.0,667,0.9844444444444445,1
RA-669,Aluno-669,,PEDE2022,2022,1,U,5.0,668,0.9644444444444444,1
RA-670,Aluno-670,,PEDE2022,2022,1,U,5.0,669,0.98,1
RA-671,Aluno-671,,PEDE2022,2022,0,A,5.0,670,0.9955555555555555,1
RA-672,Aluno-672,,PEDE2022,2022,0,A,5.0,671,0.9622222222222222,1
RA-673,Aluno-673,,PEDE2022,2022,0,A,10.0,672,0.0,0
RA-674,Aluno-674,,PEDE2022,2022,0,A,10.0,673,0.0044444444444444444,0
RA-675,Aluno-675,,PEDE2022,2022,0,A,10.0,674,0.0044444444444444444,0
RA-676,Aluno-676,,PEDE2022,2022,0,A,5.0,675,0.9888888888888889,1
RA-677,Aluno-677,,PEDE2022,2022,0,B,10.0,676,0.0,0
RA-678,Aluno-678,,PEDE2022,2022,0,B,5.0,677,0.9377777777777778,1
RA-679,Aluno-679,,PEDE2022,2022,0,B,5.0,678,0.9977777777777778,1
RA-680,Aluno-680,,PEDE2022,2022,0,B,5.0,679,0.9955555555555555,1
RA-681,Aluno-681,,PEDE2022,2022,0,B,5.0,680,0.9933333333333333,1
RA-682,Aluno-682,,PEDE2022,2022,0,B,5.0,681,0.98,1
RA-683,Aluno-683,,PEDE2022,2022,0,C,5.0,682,0.9288888888888889,1
RA-684,Aluno-684,,PEDE2022,2022,0,C,10.0,683,0.006666666666666667,0
RA-685,Aluno-685,,PEDE2022,2022,0,C,5.0,684,0.9755555555555555,1
RA-686,Aluno-686,,PEDE2022,2022,0,D,5.0,685,0.9955555555555555,1
RA-687,Aluno-687,,PEDE2022,2022,0,D,5.0,686,0.9911111111111112,1
RA-688,Aluno-688,,PEDE2022,2022,0,D,5.0,687,0.9777777777777777,1
RA-689,Aluno-689,,PEDE2022,2022,0,D,5.0,688,0.9844444444444445,1
RA-690,Aluno-690,,PEDE2022,2022,0,D,5.0,689,0.9955555555555555,1
RA-691,Aluno-691,,PEDE2022,2022,0,D,10.0,690,0.011111111111111112,0
RA-692,Aluno-692,,PEDE2022,2022,0,D,5.0,691,0.9822222222222222,1
RA-693,Aluno-693,,PEDE2022,2022,0,D,10.0,692,0.0022222222222222222,0
RA-694,Aluno-694,,PEDE2022,2022,0,D,10.0,693,0.006666666666666667,0
RA-695,Aluno-695,,PEDE2022,2022,0,E,10.0,694,0.022222222222222223,0
RA-696,Aluno-696,,PEDE2022,2022,0,E,5.0,695,0.9933333333333333,1
RA-697,Aluno-697,,PEDE2022,2022,0,E,5.0,696,0.9888888888888889,1
RA-698,Aluno-698,,PEDE2022,2022,0,E,5.0,697,0.9733333333333334,1
RA-699,Aluno-699,,PEDE2022,2022,0,E,5.0,698,0.9577777777777777,1
RA-700,Aluno-700,,PEDE2022,2022,0,F,5.0,699,0.9866666666666667,1
RA-701,Aluno-701,,PEDE2022,2022,0,F,5.0,700,1.0,1
RA-702,Aluno-702,,PEDE2022,2022,0,F,10.0,701,0.0044444444444444444,0
RA-703,Aluno-703,,PEDE2022,2022,0,F,5.0,702,0.9955555555555555,1
RA-704,Aluno-704,,PEDE2022,2022,0,F,5.0,703,0.9977777777777778,1
RA-705,Aluno-705,,PEDE2022,2022,0,F,5.0,704,0.9977777777777778,1
RA-706,Aluno-706,,PEDE2022,2022,0,F,5.0,705,0.9933333333333333,1
