threshold,precision,recall,f1,f2,model
0.66,0.8492307692307692,0.7540983606557377,0.7988422575976846,0.7713806595863612,xgboost
0.67,0.8540372670807453,0.7513661202185792,0.7994186046511628,0.7698768197088466,xgboost
0.68,0.8526645768025078,0.7431693989071039,0.7941605839416058,0.7627593942793045,xgboost
0.6900000000000001,0.8630573248407644,0.7404371584699454,0.7970588235294118,0.7620922384701913,xgboost
0.7000000000000001,0.864516129032258,0.73224043715847,0.7928994082840237,0.7553551296505073,xgboost
0.7100000000000001,0.864516129032258,0.73224043715847,0.7928994082840237,0.7553551296505073,xgboost
0.7200000000000001,0.8636363636363636,0.726775956284153,0.7893175074183977,0.7505643340857788,xgboost
0.73,0.8745874587458746,0.7240437158469946,0.7922272047832586,0.7498585172608941,xgboost
0.74,0.8762541806020067,0.7158469945355191,0.7879699248120301,0.7430516165626773,xgboost
0.75,0.8758389261744967,0.7131147540983607,0.786144578313253,0.7406356413166856,xgboost
0.76,0.8758389261744967,0.7131147540983607,0.786144578313253,0.7406356413166856,xgboost
0.77,0.8745762711864407,0.7049180327868853,0.7806354009077155,0.7333712336554861,xgboost
0.78,0.8758620689655172,0.6939890710382514,0.774390243902439,0.7240592930444698,xgboost
0.79,0.8732394366197183,0.6775956284153005,0.7630769230769231,0.7093821510297483,xgboost
0.8,0.8741007194244604,0.6639344262295082,0.7546583850931677,0.6974741676234214,xgboost
0.81,0.8708487084870848,0.644808743169399,0.7409733124018838,0.6801152737752162,xgboost
0.8200000000000001,0.8712121212121212,0.6284153005464481,0.7301587301587301,0.6655092592592593,xgboost
0.8300000000000001,0.8687258687258688,0.6147540983606558,0.72,0.652930934416715,xgboost
0.8400000000000001,0.8661417322834646,0.6010928961748634,0.7096774193548387,0.640279394644936,xgboost
0.85,0.8714859437751004,0.592896174863388,0.7056910569105691,0.6333917104495038,xgboost
